Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,ind1,ind2
20858,IN-2026-000858,08-05-2027,10-05-2027,Standard Class,CUST-548,Customer 220,Consumer,India,Kolkata,Tamil Nadu,North,PROD-615,Technology,Binders,Product 688,15258.92,9,-2482.12,nan,Net Banking,,
20859,IN-2026-000859,09-05-2027,11-05-2027,First Class,CUST-514,Customer 901,Home Office,India,Hyderabad,Tamil Nadu,East,PROD-610,Furniture,Accessories,Product 264,21931.04,5,6893.41,nan,COD,,
20860,IN-2026-000860,10-05-2027,12-05-2027,Same Day,CUST-1046,Customer 37,Home Office,India,Bengaluru,Tamil Nadu,South,PROD-155,Office Supplies,Tables,Product 603,7821.27,1,687.63,Yes,Online,,
20861,IN-2026-000861,11-05-2027,13-05-2027,Same Day,CUST-772,Customer 536,Consumer,India,Delhi,Tamil Nadu,East,PROD-330,Furniture,Chairs,Product 293,10196.91,14,1716.58,nan,Cards,,
20862,IN-2026-000862,12-05-2027,14-05-2027,Same Day,CUST-891,Customer 18,Consumer,India,Pune,Karnataka,Central,PROD-274,Office Supplies,Binders,Product 266,5444.44,14,2651.6,Yes,Cards,,
20863,IN-2026-000863,13-05-2027,15-05-2027,Standard Class,CUST-866,Customer 664,Corporate,India,Hyderabad,Tamil Nadu,East,PROD-326,Office Supplies,Tables,Product 188,3784.29,17,7032.21,nan,Net Banking,,
20864,IN-2026-000864,14-05-2027,16-05-2027,Same Day,CUST-312,Customer 1216,Home Office,India,Hyderabad,Karnataka,Central,PROD-70,Technology,Tables,Product 625,22131.43,19,-1124.61,Yes,COD,,
20865,IN-2026-000865,15-05-2027,17-05-2027,Same Day,CUST-1369,Customer 987,Consumer,India,Mumbai,Karnataka,Central,PROD-67,Technology,Tables,Product 229,14409.97,6,1055.59,nan,Net Banking,,
20866,IN-2026-000866,16-05-2027,18-05-2027,First Class,CUST-845,Customer 475,Home Office,India,Mumbai,Telangana,East,PROD-20,Furniture,Accessories,Product 237,17695.65,11,2514.75,nan,COD,,
20867,IN-2026-000867,17-05-2027,19-05-2027,Same Day,CUST-1077,Customer 640,Consumer,India,Chennai,Telangana,Central,PROD-773,Office Supplies,Accessories,Product 564,22076.81,18,7910.89,Yes,UPI,,
20868,IN-2026-000868,18-05-2027,20-05-2027,Same Day,CUST-1322,Customer 551,Consumer,India,Pune,Delhi,East,PROD-334,Office Supplies,Accessories,Product 414,14812.73,11,1837.26,nan,Online,,
20869,IN-2026-000869,19-05-2027,21-05-2027,Second Class,CUST-1387,Customer 1097,Corporate,India,Bengaluru,West Bengal,South,PROD-183,Technology,Storage,Product 597,4712.03,15,1383.92,nan,Cards,,
20870,IN-2026-000870,20-05-2027,22-05-2027,Standard Class,CUST-1000,Customer 400,Consumer,India,Chennai,Delhi,North,PROD-638,Furniture,Tables,Product 83,17904.59,14,7285.29,nan,COD,,
20871,IN-2026-000871,21-05-2027,23-05-2027,Second Class,CUST-1180,Customer 138,Consumer,India,Kolkata,Maharashtra,South,PROD-395,Technology,Storage,Product 767,18758.2,19,4276.44,nan,Online,,
20872,IN-2026-000872,22-05-2027,24-05-2027,Standard Class,CUST-708,Customer 760,Consumer,India,Mumbai,Karnataka,West,PROD-292,Office Supplies,Tables,Product 190,10495.23,7,-1200.68,nan,Cards,,
20873,IN-2026-000873,23-05-2027,25-05-2027,Standard Class,CUST-1106,Customer 1245,Consumer,India,Mumbai,Maharashtra,South,PROD-92,Office Supplies,Storage,Product 95,15516.15,4,-1066.18,nan,UPI,,
20874,IN-2026-000874,24-05-2027,26-05-2027,Standard Class,CUST-483,Customer 716,Home Office,India,Mumbai,Karnataka,North,PROD-309,Furniture,Storage,Product 88,12242.61,18,4088.98,nan,UPI,,
20875,IN-2026-000875,25-05-2027,27-05-2027,First Class,CUST-1067,Customer 307,Consumer,India,Kolkata,Maharashtra,West,PROD-517,Office Supplies,Chairs,Product 250,8491.74,9,2137.61,nan,Online,,
20876,IN-2026-000876,26-05-2027,28-05-2027,First Class,CUST-129,Customer 70,Consumer,India,Chennai,Karnataka,West,PROD-499,Furniture,Binders,Product 339,16892.3,4,-2901.35,nan,Cards,,
20877,IN-2026-000877,27-05-2027,29-05-2027,First Class,CUST-1371,Customer 1415,Consumer,India,Kolkata,Telangana,Central,PROD-313,Technology,Tables,Product 62,6374.45,13,1934.51,nan,COD,,
20878,IN-2026-000878,28-05-2027,30-05-2027,First Class,CUST-367,Customer 1141,Consumer,India,Kolkata,Telangana,Central,PROD-490,Technology,Phones,Product 498,8354.9,17,7336.65,nan,Cards,,
20879,IN-2026-000879,29-05-2027,31-05-2027,First Class,CUST-985,Customer 234,Corporate,India,Bengaluru,Karnataka,East,PROD-614,Furniture,Chairs,Product 491,10290.8,15,5221.17,nan,Online,,
20880,IN-2026-000880,30-05-2027,01-06-2027,First Class,CUST-17,Customer 111,Home Office,India,Delhi,Maharashtra,Central,PROD-744,Furniture,Binders,Product 621,15461.85,7,3144.63,nan,Online,,
20881,IN-2026-000881,31-05-2027,02-06-2027,Standard Class,CUST-234,Customer 194,Consumer,India,Bengaluru,Telangana,South,PROD-423,Office Supplies,Chairs,Product 14,21342.05,18,-852.84,nan,COD,,
20882,IN-2026-000882,01-06-2027,03-06-2027,Same Day,CUST-1479,Customer 565,Home Office,India,Chennai,Delhi,Central,PROD-182,Technology,Storage,Product 77,15469.19,1,692.04,nan,Cards,,
20883,IN-2026-000883,02-06-2027,04-06-2027,Second Class,CUST-1250,Customer 1218,Corporate,India,Bengaluru,Karnataka,Central,PROD-104,Office Supplies,Chairs,Product 165,18220.51,17,7963.03,nan,COD,,
20884,IN-2026-000884,03-06-2027,05-06-2027,Standard Class,CUST-334,Customer 240,Consumer,India,Delhi,Maharashtra,North,PROD-127,Technology,Tables,Product 351,7493.27,4,4249.59,nan,UPI,,
20885,IN-2026-000885,04-06-2027,06-06-2027,Same Day,CUST-197,Customer 1228,Home Office,India,Kolkata,Tamil Nadu,East,PROD-9,Technology,Phones,Product 469,14788.52,5,39.16,nan,COD,,
20886,IN-2026-000886,05-06-2027,07-06-2027,First Class,CUST-1222,Customer 3,Consumer,India,Bengaluru,Delhi,West,PROD-446,Furniture,Storage,Product 162,2820.33,6,5117.9,Yes,COD,,
20887,IN-2026-000887,06-06-2027,08-06-2027,Standard Class,CUST-1485,Customer 1108,Corporate,India,Hyderabad,Telangana,South,PROD-170,Technology,Accessories,Product 287,11715.98,9,-1994.99,nan,UPI,,
20888,IN-2026-000888,07-06-2027,09-06-2027,Standard Class,CUST-253,Customer 424,Corporate,India,Kolkata,Maharashtra,West,PROD-181,Office Supplies,Storage,Product 411,17324.5,1,1076.41,Yes,Online,,
20889,IN-2026-000889,08-06-2027,10-06-2027,Standard Class,CUST-996,Customer 1440,Corporate,India,Chennai,Tamil Nadu,Central,PROD-579,Furniture,Tables,Product 435,4698.13,14,-479.56,nan,Cards,,
20890,IN-2026-000890,09-06-2027,11-06-2027,Second Class,CUST-426,Customer 714,Consumer,India,Hyderabad,Tamil Nadu,Central,PROD-256,Technology,Accessories,Product 421,22576.9,3,6856.09,nan,UPI,,
20891,IN-2026-000891,10-06-2027,12-06-2027,Standard Class,CUST-1116,Customer 406,Consumer,India,Delhi,Karnataka,South,PROD-662,Technology,Storage,Product 512,10575.52,3,5086.6,nan,Cards,,
20892,IN-2026-000892,11-06-2027,13-06-2027,First Class,CUST-627,Customer 365,Home Office,India,Hyderabad,Karnataka,West,PROD-110,Office Supplies,Phones,Product 604,16860.76,1,2472.5,nan,Net Banking,,
20893,IN-2026-000893,12-06-2027,14-06-2027,First Class,CUST-188,Customer 1240,Home Office,India,Pune,Maharashtra,West,PROD-273,Furniture,Storage,Product 671,11879.89,19,1485.8,Yes,COD,,
20894,IN-2026-000894,13-06-2027,15-06-2027,Same Day,CUST-487,Customer 605,Consumer,India,Kolkata,Telangana,East,PROD-42,Furniture,Phones,Product 772,18373.39,1,6444.46,nan,Online,,
20895,IN-2026-000895,14-06-2027,16-06-2027,First Class,CUST-808,Customer 528,Corporate,India,Delhi,Tamil Nadu,West,PROD-429,Furniture,Accessories,Product 314,14711.51,15,-850.25,nan,UPI,,
20896,IN-2026-000896,15-06-2027,17-06-2027,First Class,CUST-1197,Customer 1103,Home Office,India,Mumbai,Maharashtra,South,PROD-100,Furniture,Tables,Product 263,3283.67,13,-2177.61,nan,COD,,
20897,IN-2026-000897,16-06-2027,18-06-2027,First Class,CUST-32,Customer 806,Consumer,India,Delhi,Maharashtra,Central,PROD-192,Office Supplies,Accessories,Product 223,23136.68,16,6369.48,nan,Online,,
20898,IN-2026-000898,17-06-2027,19-06-2027,Standard Class,CUST-1436,Customer 996,Corporate,India,Kolkata,Karnataka,South,PROD-588,Furniture,Chairs,Product 280,16586.5,9,6421.46,nan,Cards,,
20899,IN-2026-000899,18-06-2027,20-06-2027,Standard Class,CUST-974,Customer 668,Home Office,India,Mumbai,West Bengal,South,PROD-704,Technology,Binders,Product 431,11933.79,18,-326.16,nan,Net Banking,,
20900,IN-2026-000900,19-06-2027,21-06-2027,First Class,CUST-1313,Customer 96,Home Office,India,Chennai,West Bengal,South,PROD-436,Furniture,Tables,Product 483,16995.97,9,-851.88,Yes,COD,,
20901,IN-2026-000901,20-06-2027,22-06-2027,Standard Class,CUST-1395,Customer 9,Corporate,India,Chennai,Karnataka,South,PROD-772,Office Supplies,Tables,Product 56,6707.17,4,4934.38,nan,Cards,,
20902,IN-2026-000902,21-06-2027,23-06-2027,Standard Class,CUST-231,Customer 59,Home Office,India,Hyderabad,Karnataka,West,PROD-605,Technology,Chairs,Product 799,19281.78,18,-1422.76,nan,COD,,
20903,IN-2026-000903,22-06-2027,24-06-2027,Standard Class,CUST-141,Customer 862,Corporate,India,Kolkata,Delhi,East,PROD-602,Technology,Tables,Product 34,10427.83,9,3841.46,nan,Online,,
20904,IN-2026-000904,23-06-2027,25-06-2027,Same Day,CUST-1165,Customer 770,Consumer,India,Bengaluru,Tamil Nadu,North,PROD-792,Office Supplies,Storage,Product 321,20174.59,1,4713.58,Yes,Cards,,
20905,IN-2026-000905,24-06-2027,26-06-2027,Second Class,CUST-282,Customer 1121,Home Office,India,Pune,Maharashtra,Central,PROD-72,Furniture,Binders,Product 362,7032.82,13,3841.78,Yes,COD,,
20906,IN-2026-000906,25-06-2027,27-06-2027,First Class,CUST-222,Customer 1342,Consumer,India,Bengaluru,Telangana,South,PROD-186,Office Supplies,Tables,Product 276,19809.43,7,1696.21,Yes,Net Banking,,
20907,IN-2026-000907,26-06-2027,28-06-2027,Second Class,CUST-703,Customer 262,Consumer,India,Mumbai,Tamil Nadu,North,PROD-350,Technology,Binders,Product 175,22690.62,16,5977.95,nan,Cards,,
20908,IN-2026-000908,27-06-2027,29-06-2027,Standard Class,CUST-1370,Customer 1435,Corporate,India,Delhi,Maharashtra,East,PROD-495,Technology,Chairs,Product 424,24525.31,3,7229.82,nan,Net Banking,,
20909,IN-2026-000909,28-06-2027,30-06-2027,Second Class,CUST-1193,Customer 1397,Home Office,India,Bengaluru,West Bengal,South,PROD-792,Furniture,Accessories,Product 6,19473.57,15,4762.8,nan,COD,,
20910,IN-2026-000910,29-06-2027,01-07-2027,Standard Class,CUST-777,Customer 924,Home Office,India,Chennai,Telangana,East,PROD-80,Furniture,Tables,Product 594,17674.33,16,1608.46,nan,Net Banking,,
20911,IN-2026-000911,30-06-2027,02-07-2027,Same Day,CUST-295,Customer 796,Home Office,India,Pune,Maharashtra,Central,PROD-184,Office Supplies,Accessories,Product 543,13118.56,3,7952.71,nan,Online,,
20912,IN-2026-000912,01-07-2027,03-07-2027,Standard Class,CUST-505,Customer 265,Corporate,India,Pune,Delhi,East,PROD-239,Office Supplies,Tables,Product 616,2866.92,12,1943.57,Yes,Online,,
20913,IN-2026-000913,02-07-2027,04-07-2027,Second Class,CUST-1033,Customer 268,Corporate,India,Chennai,Maharashtra,East,PROD-536,Office Supplies,Tables,Product 653,14106.38,13,-1721.1,nan,COD,,
20914,IN-2026-000914,03-07-2027,05-07-2027,Same Day,CUST-236,Customer 28,Corporate,India,Bengaluru,Karnataka,West,PROD-761,Furniture,Chairs,Product 710,14190.51,18,-991.6,nan,UPI,,
20915,IN-2026-000915,04-07-2027,06-07-2027,First Class,CUST-787,Customer 969,Consumer,India,Mumbai,Karnataka,South,PROD-750,Office Supplies,Phones,Product 119,1852.16,6,827.39,nan,Cards,,
20916,IN-2026-000916,05-07-2027,07-07-2027,Second Class,CUST-18,Customer 650,Corporate,India,Kolkata,Telangana,East,PROD-598,Furniture,Accessories,Product 668,17343,10,-1117.72,nan,Online,,
20917,IN-2026-000917,06-07-2027,08-07-2027,First Class,CUST-488,Customer 288,Consumer,India,Bengaluru,West Bengal,South,PROD-618,Office Supplies,Storage,Product 451,3936.33,8,5561.22,Yes,Online,,
20918,IN-2026-000918,07-07-2027,09-07-2027,Same Day,CUST-372,Customer 201,Consumer,India,Pune,Telangana,Central,PROD-333,Technology,Storage,Product 99,15016.15,8,-2844.84,nan,Cards,,
20919,IN-2026-000919,08-07-2027,10-07-2027,Second Class,CUST-1021,Customer 96,Home Office,India,Hyderabad,West Bengal,West,PROD-487,Office Supplies,Binders,Product 787,11947.67,19,1464.72,nan,Cards,,
20920,IN-2026-000920,09-07-2027,11-07-2027,First Class,CUST-1371,Customer 961,Home Office,India,Kolkata,Delhi,West,PROD-137,Furniture,Chairs,Product 649,21907.59,13,6660.28,nan,COD,,
20921,IN-2026-000921,10-07-2027,12-07-2027,Same Day,CUST-220,Customer 1028,Consumer,India,Kolkata,Delhi,East,PROD-405,Office Supplies,Accessories,Product 215,5998.05,3,-1704.9,nan,UPI,,
20922,IN-2026-000922,11-07-2027,13-07-2027,First Class,CUST-1196,Customer 947,Consumer,India,Hyderabad,West Bengal,North,PROD-234,Technology,Phones,Product 712,4487.37,17,3336.92,nan,Online,,
20923,IN-2026-000923,12-07-2027,14-07-2027,Second Class,CUST-984,Customer 166,Consumer,India,Hyderabad,Tamil Nadu,West,PROD-743,Technology,Chairs,Product 584,13891.49,2,7272.34,nan,UPI,,
20924,IN-2026-000924,13-07-2027,15-07-2027,Standard Class,CUST-1454,Customer 62,Consumer,India,Delhi,Maharashtra,East,PROD-294,Technology,Storage,Product 358,11641.01,17,-2212.44,nan,Net Banking,,
20925,IN-2026-000925,14-07-2027,16-07-2027,Standard Class,CUST-1367,Customer 160,Home Office,India,Delhi,Telangana,East,PROD-316,Office Supplies,Storage,Product 130,4242.11,8,846.98,nan,Cards,,
20926,IN-2026-000926,15-07-2027,17-07-2027,Same Day,CUST-152,Customer 1127,Home Office,India,Chennai,Maharashtra,South,PROD-322,Technology,Storage,Product 585,15439.38,13,-2585.72,nan,Cards,,
20927,IN-2026-000927,16-07-2027,18-07-2027,First Class,CUST-1115,Customer 1110,Home Office,India,Hyderabad,Telangana,North,PROD-721,Technology,Chairs,Product 745,22668.98,17,4504.14,nan,Net Banking,,
20928,IN-2026-000928,17-07-2027,19-07-2027,Second Class,CUST-888,Customer 442,Corporate,India,Pune,West Bengal,North,PROD-746,Technology,Tables,Product 154,18571.28,17,1592.49,Yes,Net Banking,,
20929,IN-2026-000929,18-07-2027,20-07-2027,Second Class,CUST-170,Customer 83,Consumer,India,Mumbai,Karnataka,Central,PROD-345,Furniture,Storage,Product 1,5436.54,4,7420.54,nan,Online,,
20930,IN-2026-000930,19-07-2027,21-07-2027,First Class,CUST-386,Customer 480,Consumer,India,Chennai,Tamil Nadu,South,PROD-796,Office Supplies,Accessories,Product 184,6150.55,8,4604.19,nan,Net Banking,,
20931,IN-2026-000931,20-07-2027,22-07-2027,First Class,CUST-1390,Customer 1214,Home Office,India,Kolkata,Telangana,North,PROD-605,Office Supplies,Accessories,Product 236,14049.64,2,3621.35,nan,Net Banking,,
20932,IN-2026-000932,21-07-2027,23-07-2027,First Class,CUST-814,Customer 215,Home Office,India,Delhi,West Bengal,West,PROD-677,Technology,Accessories,Product 303,17018.55,13,7013.55,nan,Cards,,
20933,IN-2026-000933,22-07-2027,24-07-2027,Second Class,CUST-508,Customer 1194,Corporate,India,Bengaluru,Tamil Nadu,Central,PROD-732,Office Supplies,Accessories,Product 781,24480.14,8,-1573.71,nan,Net Banking,,
20934,IN-2026-000934,23-07-2027,25-07-2027,First Class,CUST-481,Customer 695,Corporate,India,Kolkata,Maharashtra,South,PROD-266,Furniture,Phones,Product 770,2844.29,19,5617.89,nan,Online,,
20935,IN-2026-000935,24-07-2027,26-07-2027,Second Class,CUST-1256,Customer 212,Home Office,India,Mumbai,Maharashtra,North,PROD-440,Furniture,Storage,Product 536,13772.04,13,5027.85,Yes,COD,,
20936,IN-2026-000936,25-07-2027,27-07-2027,Same Day,CUST-425,Customer 1400,Home Office,India,Bengaluru,Karnataka,North,PROD-228,Office Supplies,Accessories,Product 174,24687.52,9,4405.76,nan,UPI,,
20937,IN-2026-000937,26-07-2027,28-07-2027,Standard Class,CUST-239,Customer 778,Consumer,India,Chennai,Delhi,North,PROD-248,Office Supplies,Chairs,Product 170,2994.7,3,4018.84,nan,Online,,
20938,IN-2026-000938,27-07-2027,29-07-2027,Standard Class,CUST-861,Customer 1007,Corporate,India,Hyderabad,Telangana,South,PROD-371,Office Supplies,Tables,Product 66,24321.07,6,-1631.9,Yes,Net Banking,,
20939,IN-2026-000939,28-07-2027,30-07-2027,Second Class,CUST-1488,Customer 145,Consumer,India,Mumbai,Karnataka,North,PROD-41,Furniture,Storage,Product 633,11688.9,16,5954.48,nan,Net Banking,,
20940,IN-2026-000940,29-07-2027,31-07-2027,First Class,CUST-275,Customer 558,Corporate,India,Pune,Telangana,East,PROD-172,Technology,Phones,Product 177,18005.39,3,3986.69,nan,Cards,,
20941,IN-2026-000941,30-07-2027,01-08-2027,First Class,CUST-383,Customer 949,Corporate,India,Mumbai,Delhi,South,PROD-647,Office Supplies,Chairs,Product 718,10775.47,17,5486.2,nan,COD,,
20942,IN-2026-000942,31-07-2027,02-08-2027,Second Class,CUST-704,Customer 968,Consumer,India,Bengaluru,Maharashtra,West,PROD-133,Furniture,Phones,Product 480,21065.84,12,6636.99,nan,Cards,,
20943,IN-2026-000943,01-08-2027,03-08-2027,Same Day,CUST-300,Customer 95,Consumer,India,Hyderabad,Karnataka,West,PROD-497,Office Supplies,Storage,Product 390,22735.82,10,2966.69,Yes,Online,,
20944,IN-2026-000944,02-08-2027,04-08-2027,Second Class,CUST-976,Customer 906,Corporate,India,Delhi,Delhi,East,PROD-612,Office Supplies,Binders,Product 743,4374.96,10,7525.74,nan,Net Banking,,
20945,IN-2026-000945,03-08-2027,05-08-2027,Standard Class,CUST-381,Customer 1416,Corporate,India,Pune,Telangana,East,PROD-211,Furniture,Accessories,Product 125,18744.25,1,-1798.78,nan,Net Banking,,
20946,IN-2026-000946,04-08-2027,06-08-2027,Standard Class,CUST-193,Customer 1179,Home Office,India,Hyderabad,Tamil Nadu,West,PROD-367,Technology,Storage,Product 371,763.3,5,-2955.58,nan,COD,,
20947,IN-2026-000947,05-08-2027,07-08-2027,Same Day,CUST-392,Customer 312,Consumer,India,Pune,West Bengal,Central,PROD-702,Office Supplies,Chairs,Product 207,7102.29,10,629.38,Yes,COD,,
20948,IN-2026-000948,06-08-2027,08-08-2027,Standard Class,CUST-1395,Customer 1368,Consumer,India,Mumbai,Telangana,North,PROD-668,Office Supplies,Phones,Product 145,13920.48,10,-617.95,nan,UPI,,
20949,IN-2026-000949,07-08-2027,09-08-2027,Same Day,CUST-1402,Customer 1024,Home Office,India,Bengaluru,Delhi,West,PROD-736,Office Supplies,Binders,Product 754,15179.32,5,3089.71,Yes,COD,,
20950,IN-2026-000950,08-08-2027,10-08-2027,Second Class,CUST-759,Customer 86,Home Office,India,Kolkata,West Bengal,South,PROD-503,Office Supplies,Chairs,Product 484,9290.34,16,83.25,nan,UPI,,
20951,IN-2026-000951,09-08-2027,11-08-2027,Standard Class,CUST-601,Customer 193,Home Office,India,Delhi,Delhi,West,PROD-709,Office Supplies,Accessories,Product 129,6943.35,9,4569.51,Yes,COD,,
20952,IN-2026-000952,10-08-2027,12-08-2027,Second Class,CUST-1229,Customer 1381,Home Office,India,Chennai,West Bengal,North,PROD-319,Office Supplies,Accessories,Product 86,4498.34,8,7398.61,nan,Online,,
20953,IN-2026-000953,11-08-2027,13-08-2027,First Class,CUST-292,Customer 315,Home Office,India,Chennai,Telangana,South,PROD-481,Office Supplies,Phones,Product 250,6182.89,15,5461.82,Yes,Net Banking,,
20954,IN-2026-000954,12-08-2027,14-08-2027,Second Class,CUST-981,Customer 146,Corporate,India,Chennai,Telangana,Central,PROD-534,Furniture,Binders,Product 667,3473.12,3,1622.77,nan,COD,,
20955,IN-2026-000955,13-08-2027,15-08-2027,Same Day,CUST-1020,Customer 676,Home Office,India,Chennai,Karnataka,Central,PROD-781,Technology,Storage,Product 117,6713.86,2,7840.53,nan,COD,,
20956,IN-2026-000956,14-08-2027,16-08-2027,First Class,CUST-1065,Customer 788,Corporate,India,Pune,Delhi,West,PROD-295,Technology,Accessories,Product 593,20576.66,7,5483.01,nan,UPI,,
20957,IN-2026-000957,15-08-2027,17-08-2027,Second Class,CUST-327,Customer 860,Home Office,India,Mumbai,Delhi,North,PROD-699,Technology,Chairs,Product 85,7366.18,1,5919.7,nan,Net Banking,,
20958,IN-2026-000958,16-08-2027,18-08-2027,First Class,CUST-1074,Customer 988,Corporate,India,Kolkata,Delhi,East,PROD-407,Furniture,Binders,Product 270,22715.3,8,-747.76,nan,COD,,
20959,IN-2026-000959,17-08-2027,19-08-2027,Same Day,CUST-918,Customer 1498,Corporate,India,Kolkata,Telangana,South,PROD-84,Office Supplies,Chairs,Product 418,6319.42,3,4555.89,nan,Online,,
20960,IN-2026-000960,18-08-2027,20-08-2027,Second Class,CUST-1312,Customer 1139,Home Office,India,Mumbai,Tamil Nadu,South,PROD-524,Office Supplies,Phones,Product 104,12426.11,13,-2223.01,nan,Online,,
20961,IN-2026-000961,19-08-2027,21-08-2027,Standard Class,CUST-262,Customer 39,Corporate,India,Kolkata,Maharashtra,North,PROD-784,Technology,Binders,Product 317,4397.36,1,-411.6,nan,UPI,,
20962,IN-2026-000962,20-08-2027,22-08-2027,Second Class,CUST-920,Customer 133,Consumer,India,Mumbai,Delhi,South,PROD-363,Office Supplies,Accessories,Product 214,673.09,4,-2819.18,nan,COD,,
20963,IN-2026-000963,21-08-2027,23-08-2027,Same Day,CUST-1244,Customer 1,Home Office,India,Delhi,Delhi,South,PROD-439,Furniture,Tables,Product 37,15732.12,5,4757.6,nan,COD,,
20964,IN-2026-000964,22-08-2027,24-08-2027,Standard Class,CUST-418,Customer 593,Corporate,India,Bengaluru,Maharashtra,North,PROD-741,Office Supplies,Phones,Product 1,8609.7,12,-2769.59,nan,Net Banking,,
20965,IN-2026-000965,23-08-2027,25-08-2027,Same Day,CUST-1115,Customer 526,Home Office,India,Pune,Telangana,West,PROD-736,Furniture,Tables,Product 117,8790.61,8,1940.94,nan,Cards,,
20966,IN-2026-000966,24-08-2027,26-08-2027,First Class,CUST-150,Customer 1400,Corporate,India,Pune,West Bengal,Central,PROD-320,Office Supplies,Binders,Product 599,10341.87,15,4137.54,nan,UPI,,
20967,IN-2026-000967,25-08-2027,27-08-2027,First Class,CUST-1077,Customer 549,Home Office,India,Hyderabad,Tamil Nadu,North,PROD-608,Technology,Accessories,Product 31,19499.55,15,354.95,nan,Cards,,
20968,IN-2026-000968,26-08-2027,28-08-2027,Second Class,CUST-909,Customer 46,Corporate,India,Pune,West Bengal,North,PROD-505,Technology,Phones,Product 404,10143.6,8,1040.08,Yes,UPI,,
20969,IN-2026-000969,27-08-2027,29-08-2027,Same Day,CUST-289,Customer 1325,Home Office,India,Mumbai,Karnataka,North,PROD-518,Office Supplies,Binders,Product 20,2388.57,1,6549.75,nan,Online,,
20970,IN-2026-000970,28-08-2027,30-08-2027,Standard Class,CUST-100,Customer 391,Home Office,India,Kolkata,Maharashtra,West,PROD-576,Furniture,Chairs,Product 173,7149.15,19,6915.54,nan,Cards,,
20971,IN-2026-000971,29-08-2027,31-08-2027,Second Class,CUST-1118,Customer 1368,Consumer,India,Hyderabad,Telangana,Central,PROD-262,Office Supplies,Binders,Product 143,14509.2,7,6445.7,nan,Cards,,
20972,IN-2026-000972,30-08-2027,01-09-2027,Second Class,CUST-362,Customer 1161,Home Office,India,Delhi,Delhi,South,PROD-244,Technology,Chairs,Product 272,24838.8,11,5249.28,nan,Online,,
20973,IN-2026-000973,31-08-2027,02-09-2027,Second Class,CUST-746,Customer 1320,Home Office,India,Delhi,West Bengal,North,PROD-22,Office Supplies,Chairs,Product 595,3792.89,18,52.82,nan,UPI,,
20974,IN-2026-000974,01-09-2027,03-09-2027,Second Class,CUST-92,Customer 1229,Corporate,India,Mumbai,Telangana,North,PROD-685,Technology,Chairs,Product 337,8255.43,13,-2178.55,nan,Cards,,
20975,IN-2026-000975,02-09-2027,04-09-2027,Standard Class,CUST-1445,Customer 215,Home Office,India,Delhi,Delhi,East,PROD-222,Furniture,Phones,Product 12,12268.43,11,2375.65,nan,Cards,,
20976,IN-2026-000976,03-09-2027,05-09-2027,Standard Class,CUST-823,Customer 939,Home Office,India,Mumbai,Maharashtra,South,PROD-539,Technology,Tables,Product 116,23629.93,7,7168.32,nan,Cards,,
20977,IN-2026-000977,04-09-2027,06-09-2027,Standard Class,CUST-1397,Customer 618,Corporate,India,Kolkata,Tamil Nadu,South,PROD-548,Technology,Storage,Product 244,2933.44,16,-542.89,Yes,UPI,,
20978,IN-2026-000978,05-09-2027,07-09-2027,First Class,CUST-241,Customer 943,Corporate,India,Mumbai,Telangana,South,PROD-563,Office Supplies,Chairs,Product 223,19897.09,4,-694.96,Yes,COD,,
20979,IN-2026-000979,06-09-2027,08-09-2027,Second Class,CUST-309,Customer 1119,Home Office,India,Hyderabad,Maharashtra,Central,PROD-690,Technology,Storage,Product 452,18143.13,10,5576.14,Yes,Net Banking,,
20980,IN-2026-000980,07-09-2027,09-09-2027,First Class,CUST-916,Customer 751,Consumer,India,Kolkata,Telangana,South,PROD-694,Technology,Binders,Product 281,7834.34,7,3511.87,nan,COD,,
20981,IN-2026-000981,08-09-2027,10-09-2027,First Class,CUST-907,Customer 469,Corporate,India,Mumbai,Karnataka,East,PROD-2,Furniture,Accessories,Product 595,19400.4,2,1447.3,nan,UPI,,
20982,IN-2026-000982,09-09-2027,11-09-2027,First Class,CUST-1186,Customer 1374,Home Office,India,Hyderabad,Telangana,East,PROD-672,Furniture,Tables,Product 202,14478.13,6,6489.37,Yes,Net Banking,,
20983,IN-2026-000983,10-09-2027,12-09-2027,First Class,CUST-1392,Customer 995,Home Office,India,Chennai,Karnataka,North,PROD-167,Technology,Phones,Product 542,4491.17,4,3407.81,nan,Net Banking,,
20984,IN-2026-000984,11-09-2027,13-09-2027,First Class,CUST-1232,Customer 1328,Consumer,India,Mumbai,Karnataka,South,PROD-516,Technology,Accessories,Product 81,7322.06,2,7122.94,nan,UPI,,
20985,IN-2026-000985,12-09-2027,14-09-2027,First Class,CUST-211,Customer 356,Consumer,India,Kolkata,Karnataka,Central,PROD-538,Technology,Tables,Product 790,8376.42,15,1049.65,Yes,COD,,
20986,IN-2026-000986,13-09-2027,15-09-2027,First Class,CUST-465,Customer 1257,Corporate,India,Hyderabad,Delhi,Central,PROD-43,Furniture,Tables,Product 789,8244.98,14,1884.83,nan,Net Banking,,
